"country","Date","flu_cases","dengue_cases","life_expectancy"
Russia,"2014-09-14","823",,
Spain,"2003-09-14",NA,,
South Africa,"2005-03-20",NA,,
Austria,"2012-09-02","501",,
Paraguay,"2014-12-28","149",,
Romania,"2005-09-25","696",,
New Zealand,"2009-02-08","6",,
Canada,"2004-11-14","2237",,
Uruguay,"2011-04-17","75",,
South Africa,"2010-12-26","2059",,
Bolivia,"2003-03-23","549","0.227",
Germany,"2003-11-16","1142",,
France,"2014-01-26","178",,
Peru,"2014-05-25","141",,
Paraguay,"2006-04-23","287",,
Poland,"2004-05-09",NA,,
Chile,"2012-03-18","5",,
Norway,"2007-06-24","11",,
Russia,"2009-03-08","907",,
Bulgaria,"2009-05-17","394",,
Belgium,"2013-09-08","27",,
Poland,"2013-08-04","12",,
Argentina,"2012-07-08","166","0.017",
Paraguay,"2005-02-13",NA,,
Bulgaria,"2006-09-03","447",,
Romania,"2005-12-04","877",,
Spain,"2012-12-02","29",,
Norway,"2005-08-28","26",,
Ukraine,"2007-04-22","323",,
Netherlands,"2005-02-20","140",,
Mexico,"2007-02-18","2096","0.06",
Netherlands,"2009-10-25","123",,
Germany,"2009-07-05","358",,
Bolivia,"2012-04-01","215","0.047",
Norway,"2014-10-26","105",,
Mexico,"2005-09-18","855","0.208",
New Zealand,"2011-12-25","18",,
Sweden,"2011-09-18","1",,
Romania,"2008-08-17","591",,
Bulgaria,"2003-08-31",NA,,
Belgium,"2007-11-04","90",,
Brazil,"2012-04-15","161","0.204",
South Africa,"2004-07-11",NA,,
Peru,"2008-11-09","243",,
Japan,"2005-11-20","66",,
Netherlands,"2003-01-05",NA,,
Netherlands,"2014-06-15","17",,
Ukraine,"2015-06-07","209",,
Germany,"2012-08-26","358",,
Belgium,"2008-09-28","88",,
Argentina,"2008-07-27","216","0.01",
Poland,"2010-03-07","28",,
Spain,"2005-11-06","28",,
Austria,"2004-09-12","482",,
Belgium,"2008-03-30","81",,
Uruguay,"2011-01-30","58",,
Uruguay,"2008-05-25","139",,
Peru,"2005-02-27","230",,
Germany,"2005-01-16","1032",,
Belgium,"2011-06-12","16",,
Russia,"2008-01-20","486",,
Brazil,"2009-10-25","167","0.086",
Spain,"2013-08-18","11",,
Bulgaria,"2008-02-24","1151",,
Brazil,"2005-02-20","191","0.072",
United States,"2013-02-03","5541",,
Bulgaria,"2013-10-13","365",,
Hungary,"2015-02-22","600",,
Belgium,"2012-03-11","162",,
Australia,"2007-09-30","392",,
Switzerland,"2015-06-07","24",,
Austria,"2012-04-22","622",,
South Africa,"2003-08-17",NA,,
Canada,"2010-08-29","648",,
Uruguay,"2010-02-21","58",,
New Zealand,"2010-09-12","47",,
Peru,"2005-11-27","265",,
Belgium,"2010-06-13","12",,
South Africa,"2009-12-13","1917",,
Mexico,"2010-10-17","1105","0.209",
France,"2015-06-14","4",,
Peru,"2011-06-19","168",,
South Africa,"2015-04-12","2789",,
Belgium,"2009-12-27","59",,
New Zealand,"2006-01-08","10",,
Poland,"2008-10-05","53",,
South Africa,"2003-06-08",NA,,
United States,"2007-08-05","723",,
Brazil,"2014-06-15","212","0.127",
Uruguay,"2012-09-16","120",,
Switzerland,"2007-04-22","9",,
Russia,"2005-05-22","206",,
Russia,"2004-09-05",NA,,
Belgium,"2015-05-31","21",,
Norway,"2010-11-07","77",,
Poland,"2009-07-19","16",,
Spain,"2011-09-11","4",,
Norway,"2012-06-24","22",,
Canada,"2015-01-18","4599",,
Brazil,"2003-01-05","162","0.098",
Bolivia,"2014-12-21","109","0",
Netherlands,"2012-04-15","25",,
Mexico,"2007-10-07","1255","0.363",
Australia,"2005-07-03",NA,,
Mexico,"2005-04-10","945","0.051",
Romania,"2011-01-16","832",,
Mexico,"2010-05-09","811","0.105",
Netherlands,"2004-10-10","25",,
Brazil,"2012-12-23","106","0.081",
Argentina,"2006-07-30","215","0.01",
Hungary,"2009-07-12","37",,
Belgium,"2013-12-01","115",,
Paraguay,"2012-06-10","239",,
Hungary,"2013-06-16","34",,
United States,"2007-12-16","1709",,
Spain,"2014-08-10","4",,
Australia,"2011-01-23","96",,
Romania,"2007-09-16","658",,
New Zealand,"2008-06-15","66",,
Japan,"2008-02-24","182",,
Canada,"2007-07-15","616",,
France,"2004-06-06","6",,
Poland,"2014-02-23","62",,
Japan,"2013-10-13","13",,
Spain,"2009-05-10","18",,
Canada,"2011-10-09","1248",,
New Zealand,"2013-12-15","18",,
United States,"2009-03-29","1699",,
Mexico,"2004-08-01","618","0.128",
Canada,"2007-09-23","1379",,
Ukraine,"2007-07-22","195",,
Belgium,"2004-11-28","120",,
Argentina,"2014-07-06","251","0.019",
Peru,"2013-12-29","102",,
Hungary,"2012-02-05","85",,
Argentina,"2013-08-25","186","0.031",
Poland,"2012-12-16","94",,
Belgium,"2013-12-22","90",,
Japan,"2003-08-31",NA,,
France,"2009-04-26","12",,
United States,"2013-07-14","907",,
Bulgaria,"2005-11-20","1189",,
Uruguay,"2013-09-01","143",,
Peru,"2010-07-25","131",,
Spain,"2004-04-04","9",,
Romania,"2003-12-21","1304",,
Switzerland,"2007-07-22","12",,
Russia,"2004-05-02",NA,,
New Zealand,"2008-02-10","9",,
France,"2006-02-26","117",,
France,"2003-06-01",NA,,
Argentina,"2014-12-14","80","0.031",
Sweden,"2014-09-07","4",,
Netherlands,"2012-12-23","122",,
Brazil,"2004-10-10","247","0.015",
Spain,"2012-01-08","57",,
Peru,"2007-05-20","301",,
France,"2011-12-18","61",,
Canada,"2004-07-18","699",,
Germany,"2012-06-03","365",,
Japan,"2006-09-03","1",,
France,"2013-04-07","24",,
Australia,"2014-11-02","275",,
Chile,"2014-04-13","13",,
Spain,"2007-12-30","336",,
Japan,"2009-05-17","212",,
Australia,"2006-05-14","382",,
Belgium,"2005-04-24","59",,
Russia,"2006-10-08","343",,
Romania,"2009-07-26","550",,
South Africa,"2003-02-23",NA,,
Romania,"2013-01-13","651",,
Argentina,"2007-01-21","100","0.031",
Chile,"2005-06-26","14",,
Canada,"2005-01-02","3761",,
Japan,"2015-03-01","192",,
Mexico,"2014-07-20","956","0.2",
Brazil,"2006-10-01","228","0.026",
Japan,"2004-01-04","171",,
Mexico,"2007-07-01","810","0.104",
Bulgaria,"2014-02-09","1005",,
Uruguay,"2009-04-12","87",,
Mexico,"2006-04-30","855","0.047",
Norway,"2014-09-21","71",,
Romania,"2014-06-29","532",,
Austria,"2012-05-20","517",,
Brazil,"2009-09-13","217","0.08",
Ukraine,"2009-11-29","459",,
Peru,"2011-02-20","104",,
Canada,"2015-02-01","3844",,
Romania,"2006-08-27","627",,
Netherlands,"2015-05-10","16",,
Peru,"2009-08-30","233",,
Brazil,"2008-06-01","315","0.124",
Switzerland,"2008-07-06","10",,
Paraguay,"2014-10-12","243",,
Austria,"2009-01-18","2602",,
Bulgaria,"2008-06-22","365",,
Spain,"2010-05-30","6",,
Mexico,"2006-04-16","933","0.074",
Poland,"2013-11-17","26",,
Brazil,"2007-10-28","236","0.122",
France,"2009-06-21","7",,
Mexico,"2013-09-22","1186","0.483",
Bolivia,"2010-12-12","150","0.012",
Norway,"2012-10-28","43",,
Hungary,"2003-11-09",NA,,
Paraguay,"2006-06-25","335",,
France,"2011-10-16","30",,
Paraguay,"2013-01-27","147",,
Netherlands,"2009-09-13","68",,
United States,"2008-01-13","2230",,
Brazil,"2015-05-10","278","0.537",
Spain,"2009-09-27","111",,
Norway,"2008-09-07","32",,
South Africa,"2010-02-14","2019",,
Germany,"2014-05-18","477",,
Germany,"2013-02-10","2063",,
Ukraine,"2008-07-06","177",,
Netherlands,"2006-10-01","22",,
Austria,"2003-04-06",NA,,
New Zealand,"2013-10-06","54",,
Peru,"2004-01-11","266",,
Paraguay,"2011-07-03","215",,
Austria,"2008-11-02","803",,
Romania,"2009-02-01","920",,
Belgium,"2006-09-10","33",,
United States,"2004-09-19","898",,
Austria,"2013-06-23","549",,
Switzerland,"2009-11-29","189",,
Romania,"2008-04-27","676",,
Germany,"2007-07-08","542",,
Bulgaria,"2004-02-22",NA,,
Germany,"2002-12-29",NA,,
Sweden,"2007-09-02","1",,
New Zealand,"2014-03-02","25",,
New Zealand,"2014-06-22","114",,
Russia,"2011-06-05","200",,
Netherlands,"2008-06-01","16",,
Chile,"2015-03-15","5",,
Poland,"2012-06-17","11",,
Netherlands,"2007-10-28","28",,
Germany,"2008-01-27","1179",,
Argentina,"2015-04-26","136","0.101",
Russia,"2012-03-11","614",,
Peru,"2011-11-13","118",,
Spain,"2004-01-04","46",,
Bulgaria,"2008-12-21","650",,
Bulgaria,"2003-09-14",NA,,
Russia,"2010-06-13","272",,
Switzerland,"2004-11-07","29",,
Spain,"2015-03-01","127",,
Brazil,"2004-02-29","228","0.085",
Paraguay,"2014-01-19","159",,
Poland,"2008-05-04","30",,
Argentina,"2012-12-30","77","0.031",
Russia,"2009-12-27","492",,
Ukraine,"2008-09-14","436",,
Chile,"2012-08-19","12",,
Austria,"2013-09-01","596",,
Japan,"2010-05-30","5",,
Brazil,"2013-08-11","202","0.057",
Mexico,"2009-04-19","998","0.121",
Mexico,"2008-05-11","851","0.066",
Chile,"2012-05-06","9",,
Canada,"2010-01-24","1619",,
Hungary,"2013-12-08","69",,
Switzerland,"2005-09-25","13",,
Paraguay,"2010-09-05","248",,
Russia,"2015-05-31","307",,
Belgium,"2004-09-05","26",,
Belgium,"2005-05-22","65",,
Poland,"2005-10-16","122",,
Switzerland,"2005-07-31","10",,
Bolivia,"2003-08-24","578","0.018",
Hungary,"2010-02-07","68",,
Poland,"2005-01-09","52",,
Norway,"2010-12-26","416",,
Belgium,"2009-03-08","84",,
Australia,"2008-06-29","406",,
Japan,"2009-09-27","407",,
Paraguay,"2012-07-15","311",,
Mexico,"2008-06-08","757","0.12",
Canada,"2014-08-24","858",,
Norway,"2005-03-20","77",,
Ukraine,"2005-07-31",NA,,
Russia,"2013-09-08","591",,
Ukraine,"2005-09-25",NA,,
New Zealand,"2004-11-21",NA,,
Peru,"2014-04-20","142",,
Peru,"2009-02-15","148",,
Netherlands,"2004-02-29","18",,
France,"2012-09-30","49",,
Paraguay,"2005-05-15",NA,,
Australia,"2006-09-24","356",,
Switzerland,"2008-09-14","26",,
Peru,"2015-07-19","131",,
Bolivia,"2015-02-15","136","0.01",
Russia,"2007-11-04","350",,
Australia,"2012-03-25","333",,
Russia,"2008-09-28","530",,
South Africa,"2004-03-14",NA,,
Bolivia,"2007-10-21","414","0.021",
Netherlands,"2013-08-11","17",,
Sweden,"2009-08-16","4",,
Belgium,"2008-01-20","187",,
Peru,"2013-04-28","151",,
Russia,"2011-06-12","175",,
Australia,"2009-01-25","90",,
Russia,"2008-03-30","470",,
Ukraine,"2004-11-07",NA,,
Ukraine,"2008-08-17","215",,
Uruguay,"2003-04-06","110",,
Hungary,"2007-02-18","229",,
Uruguay,"2008-11-02","103",,
Germany,"2008-04-13","708",,
Bulgaria,"2011-09-11","113",,
Japan,"2014-08-10","5",,
Norway,"2004-07-11",NA,,
New Zealand,"2008-09-21","52",,
Brazil,"2005-11-13","295","0.067",
Canada,"2003-07-20",NA,,
South Africa,"2014-10-26","2325",,
Paraguay,"2007-09-09","327",,
Romania,"2015-06-07","578",,
Argentina,"2014-11-23","99","0.034",
Sweden,"2003-03-16",NA,,
Netherlands,"2015-03-22","44",,
Argentina,"2015-07-12","240","0.017",
Spain,"2008-02-24","48",,
United States,"2012-03-18","2162",,
Bulgaria,"2013-08-18","160",,
Ukraine,"2005-12-04","453",,
Spain,"2013-10-13","35",,
New Zealand,"2012-10-07","40",,
Japan,"2009-05-10","128",,
Bolivia,"2003-12-14","344","0.012",
Argentina,"2015-02-08","78","0.043",
Netherlands,"2005-10-30","30",,
South Africa,"2005-08-28",NA,,
Argentina,"2004-05-16","239","0.036",
Belgium,"2014-09-14","52",,
Sweden,"2005-03-13",NA,,
Uruguay,"2013-06-23","159",,
Bolivia,"2012-01-22","120","0.049",
New Zealand,"2013-05-05","22",,
Hungary,"2005-09-18","32",,
New Zealand,"2005-05-08",NA,,
South Africa,"2007-06-24","3329",,
Romania,"2007-04-22","692",,
Paraguay,"2006-10-29","285",,
Brazil,"2005-10-09","271","0.03",
Japan,"2004-04-04","10",,
Uruguay,"2012-05-20","107",,
Austria,"2009-04-12","584",,
Hungary,"2010-10-17","45",,
South Africa,"2010-11-07","1934",,
Canada,"2007-06-17","783",,
Spain,"2003-08-31",NA,,
Brazil,"2015-03-22","214","0.783",
Canada,"2013-11-24","2154",,
New Zealand,"2012-04-29","23",,
Argentina,"2007-05-06","219","0.104",
Canada,"2003-02-02",NA,,
South Africa,"2012-06-24","3344",,
Netherlands,"2005-11-13","28",,
Switzerland,"2005-12-04","34",,
Mexico,"2015-02-22","1730","0.1",
Argentina,"2006-06-04","211","0.027",
Japan,"2012-01-08","336",,
Peru,"2010-06-06","190",,
Russia,"2007-02-11","447",,
Bulgaria,"2005-11-06","1185",,
Australia,"2003-10-19",NA,,
Belgium,"2005-02-06","379",,
Chile,"2013-02-03","2",,
Norway,"2003-06-08",NA,,
Sweden,"2005-08-14",NA,,
Spain,"2009-05-17","17",,
Japan,"2007-12-30","246",,
Norway,"2009-12-13","63",,
Netherlands,"2005-10-09","30",,
Paraguay,"2003-08-03",NA,,
New Zealand,"2004-03-28",NA,,
Russia,"2009-03-15","718",,
Norway,"2015-04-12","44",,
Peru,"2014-05-11","143",,
Hungary,"2007-10-07","69",,
Spain,"2006-09-03","13",,
Australia,"2006-03-19","261",,
Norway,"2003-08-17",NA,,
Bulgaria,"2012-12-02","379",,
Switzerland,"2008-08-17","8",,
Germany,"2013-05-12","518",,
France,"2011-07-31","2",,
Brazil,"2005-10-30","280","0.041",
Sweden,"2003-04-13",NA,,
Uruguay,"2009-01-18","73",,
Chile,"2007-08-05","7",,
Netherlands,"2011-07-17","11",,
Sweden,"2012-12-09","6",,
Bolivia,"2011-08-21","259","0.013",
Bolivia,"2004-06-27","405","0.015",
Mexico,"2009-07-12","705","0.112",
Germany,"2005-06-05","529",,
Ukraine,"2007-09-16","460",,
Bolivia,"2004-12-26","314","0.015",
Bulgaria,"2007-12-30","1295",,
Mexico,"2013-06-16","798","0.163",
Australia,"2013-05-19","443",,
Brazil,"2003-11-02","230","0.038",
Germany,"2007-11-18","1166",,
Romania,"2007-07-22","507",,
Chile,"2009-03-29","4",,
Brazil,"2012-03-04","125","0.176",
Australia,"2010-03-21","158",,
Switzerland,"2003-12-21","303",,
Japan,"2012-12-02","98",,
Netherlands,"2012-04-08","26",,
Hungary,"2005-04-10","119",,
Hungary,"2010-05-09","40",,
Paraguay,"2004-02-15",NA,,
Ukraine,"2011-01-16","498",,
Hungary,"2004-08-01",NA,,
Poland,"2008-10-19","45",,
Switzerland,"2013-01-13","392",,
Russia,"2006-09-10","243",,
Spain,"2005-11-20","35",,
Uruguay,"2012-09-02","140",,
Austria,"2011-04-17","501",,
Mexico,"2012-02-05","1420","0.059",
Switzerland,"2009-07-26","83",,
Netherlands,"2007-01-14","28",,
Bulgaria,"2004-04-04",NA,,
Japan,"2005-11-06","31",,
Belgium,"2011-06-05","17",,
Peru,"2012-08-05","134",,
Chile,"2007-12-16","3",,
Brazil,"2007-08-12","278","0.05",
Bulgaria,"2012-01-08","498",,
Poland,"2003-07-13",NA,,
Norway,"2003-02-23",NA,,
Netherlands,"2012-03-04","62",,
Peru,"2008-12-07","197",,
Bolivia,"2009-06-28","289","0.064",
France,"2004-04-18","7",,
Japan,"2013-08-18","3",,
Germany,"2009-10-11","993",,
Austria,"2006-12-03","693",,
Bulgaria,"2009-05-10","420",,
Brazil,"2012-04-08","155","0.202",
United States,"2014-04-13","1607",,
Ukraine,"2013-01-13","520",,
Switzerland,"2011-01-16","189",,
Australia,"2012-09-23","361",,
Brazil,"2011-07-17","159","0.058",
Netherlands,"2003-11-02","18",,
New Zealand,"2012-02-12","10",,
Canada,"2006-11-05","2088",,
Austria,"2015-01-04","1717",,
United States,"2005-06-26","684",,
Paraguay,"2004-10-31",NA,,
Ukraine,"2009-07-26","254",,
France,"2012-09-09","7",,
Ukraine,"2003-12-21",NA,,
Chile,"2013-07-14","118",,
Australia,"2014-01-12","125",,
Bolivia,"2003-01-19",NA,"0.173",
New Zealand,"2006-02-05","9",,
Sweden,"2013-02-17","42",,
Netherlands,"2007-08-12","15",,
France,"2014-07-13","3",,
Germany,"2007-04-08","747",,
Australia,"2010-09-26","367",,
Bulgaria,"2014-08-10","172",,
Japan,"2011-09-11","4",,
Brazil,"2007-01-14","168","0.063",
Switzerland,"2007-09-16","23",,
Uruguay,"2009-11-15","78",,
South Africa,"2012-10-28","2211",,
Hungary,"2006-04-30","52",,
Russia,"2013-12-22","611",,
Spain,"2004-02-22","15",,
France,"2008-01-06","339",,
Netherlands,"2008-04-06","34",,
Germany,"2015-05-17","501",,
Hungary,"2014-07-20","26",,
Bolivia,"2012-05-13","254","0.024",
Brazil,"2013-07-28","195","0.056",
New Zealand,"2010-08-22","93",,
Belgium,"2004-05-02","34",,
Brazil,"2011-03-20","178","0.487",
Austria,"2010-02-21","854",,
Hungary,"2007-07-01","41",,
Uruguay,"2012-04-22","75",,
Paraguay,"2015-04-05","289",,
Argentina,"2014-04-27","123","0.084",
Hungary,"2013-09-22","59",,
Canada,"2007-01-07","3099",,
Peru,"2011-09-25","137",,
South Africa,"2014-09-21","3042",,
Australia,"2008-08-03","827",,
Mexico,"2003-11-09","957","0.132",
Bulgaria,"2009-09-27","611",,
Sweden,"2005-10-02",NA,,
Belgium,"2006-10-08","58",,
Ukraine,"2006-08-27","212",,
Austria,"2012-09-16","684",,
Russia,"2005-04-24","249",,
Poland,"2009-09-06","25",,
Bolivia,"2014-03-30","217","0.047",
Switzerland,"2008-04-27","16",,
Poland,"2005-01-30","271",,
Brazil,"2015-07-05","231","0.101",
Switzerland,"2009-02-01","385",,
Hungary,"2006-04-16","70",,
Ukraine,"2014-06-29","209",,
Romania,"2009-11-29","1110",,
Netherlands,"2012-07-01","20",,
Chile,"2004-09-19","2",,
Bolivia,"2004-03-21","450","0.037",
Australia,"2007-03-11","242",,
Netherlands,"2013-07-28","16",,
Switzerland,"2006-08-27","12",,
Ukraine,"2009-02-01","590",,
Canada,"2004-06-13","819",,
Switzerland,"2014-06-29","24",,
Sweden,"2014-08-31","4",,
Spain,"2008-06-22","8",,
France,"2008-02-03","406",,
Bulgaria,"2010-05-30","306",,
New Zealand,"2006-07-09","83",,
Ukraine,"2008-04-27","279",,
Paraguay,"2012-10-21","149",,
Netherlands,"2011-03-20","25",,
Argentina,"2008-12-28","89","0.014",
Poland,"2012-11-25","34",,
Australia,"2014-04-06","289",,
Russia,"2013-12-01","557",,
Bolivia,"2015-03-08","196","0.019",
United States,"2015-03-15","2123",,
Canada,"2009-08-02","973",,
France,"2006-06-18","6",,
Brazil,"2008-04-06","284","1",
New Zealand,"2007-03-04","8",,
Japan,"2003-09-14",NA,,
Chile,"2008-01-13","2",,
Brazil,"2012-07-01","187","0.083",
Austria,"2011-01-30","1635",,
Austria,"2008-05-25","517",,
Netherlands,"2015-07-05","14",,
Poland,"2015-04-19","35",,
Spain,"2014-02-09","107",,
Japan,"2008-12-21","397",,
Uruguay,"2004-09-12","172",,
Australia,"2009-08-09","657",,
South Africa,"2008-09-07","2938",,
Norway,"2010-02-14","64",,
France,"2009-06-07","7",,
Romania,"2008-07-06","538",,
France,"2004-06-20","4",,
Australia,"2014-01-05","154",,
Russia,"2004-11-28","366",,
New Zealand,"2005-10-02",NA,,
Australia,"2011-03-13","198",,
Peru,"2011-08-14","154",,
Germany,"2010-08-08","335",,
United States,"2012-11-18","3040",,
Brazil,"2005-08-28","289","0.035",
Uruguay,"2007-10-21","136",,
Germany,"2014-10-19","939",,
Uruguay,"2015-02-15","79",,
Germany,"2003-09-21",NA,,
Hungary,"2010-03-07","52",,
Brazil,"2007-06-24","349","0.101",
Russia,"2006-06-11","232",,
South Africa,"2005-10-09",NA,,
Germany,"2006-05-07","541",,
Hungary,"2004-05-09",NA,,
Romania,"2008-07-13","529",,
Romania,"2012-01-15","627",,
Belgium,"2011-05-22","23",,
Spain,"2013-06-30","8",,
Sweden,"2010-08-22","2",,
Russia,"2012-02-19","591",,
Ukraine,"2012-07-22","217",,
Hungary,"2013-08-04","28",,
Argentina,"2006-04-09","130","0.048",
Australia,"2009-02-22","145",,
Romania,"2014-06-01","562",,
Spain,"2009-11-08","304",,
Belgium,"2004-01-18","93",,
Norway,"2012-04-15","48",,
Bulgaria,"2010-06-20","270",,
Brazil,"2014-10-26","159","0.061",
Japan,"2011-08-28","3",,
Netherlands,"2012-06-24","21",,
South Africa,"2005-11-13",NA,,
Netherlands,"2010-11-07","23",,
Romania,"2006-05-28","694",,
Spain,"2013-02-24","157",,
Chile,"2003-05-18","1",,
Uruguay,"2003-08-24","212",,
United States,"2007-08-26","809",,
Canada,"2007-05-27","947",,
Chile,"2005-07-10","7",,
France,"2003-11-30","1282",,
Canada,"2010-10-31","1594",,
Netherlands,"2007-06-24","17",,
Hungary,"2009-07-19","55",,
United States,"2005-03-27","1749",,
Norway,"2005-02-20","56",,
Norway,"2009-10-25","535",,
Switzerland,"2012-07-22","11",,
South Africa,"2005-10-30",NA,,
Netherlands,"2005-08-28","13",,
Russia,"2006-07-02","206",,
France,"2011-11-20","47",,
Paraguay,"2007-12-09","238",,
Norway,"2003-01-05",NA,,
Poland,"2015-02-22","275",,
France,"2008-11-16","40",,
Canada,"2015-06-28","922",,
South Africa,"2015-03-22","2483",,
Brazil,"2010-11-07","165","0.102",
Sweden,"2007-03-04","26",,
Brazil,"2012-06-24","196","0.093",
Netherlands,"2014-10-26","29",,
Hungary,"2008-10-05","58",,
Sweden,"2006-07-09","1",,
New Zealand,"2014-08-31","139",,
Norway,"2014-06-15","37",,
South Africa,"2013-08-11","3783",,
Mexico,"2005-10-16","948","0.194",
Russia,"2004-10-17","242",,
Bolivia,"2009-01-18","226","0.37",
Netherlands,"2004-03-14","16",,
Norway,"2006-01-15","43",,
Mexico,"2005-01-09","1206","0.038",
Germany,"2008-02-17","1594",,
Spain,"2009-06-14","10",,
Paraguay,"2008-12-14","181",,
Paraguay,"2005-08-07","462",,
Poland,"2009-04-19","29",,
Poland,"2008-05-11","26",,
Russia,"2005-09-04","127",,
Austria,"2010-12-12","776",,
United States,"2010-04-18","1110",,
Argentina,"2003-06-29","348","0.031",
Germany,"2012-11-11","860",,
Canada,"2006-01-29","2401",,
South Africa,"2004-02-29",NA,,
Ukraine,"2013-09-29","567",,
Ukraine,"2013-10-20","429",,
Belgium,"2015-06-21","17",,
